,User_ID,Movie_ID,Category,Title,Country,Timestamp,Release_Year,Rating,Duration,Genre,Language,DubbedLanguages,Year,preference
1055,1392,154,1,6027,528,2016-12-01 06:48:05,2021.0,6.68,1.0,55,4,54,2019.0,0
1056,3259,155,0,4432,361,2021-03-25 09:12:17,2018.0,3.4,105.0,98,6,553,2021.0,0
1057,3995,156,0,4425,528,2021-03-24 07:05:11,2021.0,1.99,90.0,209,2,749,2021.0,0
1058,2100,157,0,3094,376,2021-03-23 10:31:25,2021.0,6.81,60.0,389,5,326,2021.0,0
1059,3048,158,1,3287,384,2021-03-23 04:35:11,2021.0,1.98,6.0,305,8,181,2021.0,0
1060,2384,159,1,6028,384,2021-03-23 02:32:25,2021.0,6.55,1.0,337,7,425,2021.0,0
1061,138,160,0,3972,523,2021-03-22 19:42:03,2013.0,2.21,98.0,248,8,589,2021.0,0
1062,139,161,0,461,282,2021-03-20 08:58:58,2018.0,9.49,108.0,255,1,80,2021.0,1
1063,3624,162,0,2335,425,2021-03-20 18:32:49,2020.0,4.75,90.0,279,7,83,2021.0,0
1064,3157,163,0,2631,528,2021-03-20 06:18:26,2020.0,2.14,102.0,255,2,334,2021.0,0
1065,3015,165,1,3338,594,2021-03-20 00:40:52,2010.0,1.38,4.0,347,8,497,2021.0,0
1066,3214,166,1,335,528,2021-03-19 09:17:22,2021.0,3.96,2.0,358,1,550,2021.0,0
1067,1156,167,1,1856,447,2021-03-19 14:20:47,2021.0,2.29,3.0,255,5,621,2021.0,0
1068,452,168,0,5725,98,2021-03-19 21:33:33,2021.0,4.76,120.0,34,8,696,2021.0,0
1069,342,169,0,6920,325,2021-03-19 10:30:44,2020.0,8.23,106.0,160,2,677,2021.0,1
1070,792,170,1,546,282,2021-03-18 05:16:10,2021.0,8.87,2.0,57,4,625,2021.0,1
1071,348,171,0,1365,528,2016-12-01 06:48:05,2021.0,9.98,115.0,429,5,176,2019.0,1
1072,146,172,0,6029,43,2021-03-18 08:20:05,2021.0,1.61,98.0,15,7,27,2021.0,0
1073,242,174,0,3624,528,2021-03-18 16:06:13,2021.0,8.17,60.0,389,7,399,2021.0,1
1074,201,175,0,4600,518,2021-03-18 22:00:05,2020.0,1.63,113.0,0,7,747,2021.0,0
1075,1813,176,0,5178,528,2021-03-18 18:21:12,2014.0,3.83,101.0,389,5,63,2021.0,0
1076,2828,177,0,5503,448,2021-03-18 01:21:28,2020.0,6.82,24.0,255,1,65,2021.0,0
1077,1974,178,0,6832,528,2021-03-18 20:22:32,2020.0,5.03,51.0,216,3,783,2021.0,0
1078,1605,179,0,1036,325,2021-03-17 04:27:16,2018.0,6.09,80.0,261,0,791,2021.0,0
1079,3476,180,1,5977,36,2021-03-17 11:45:56,2018.0,8.37,1.0,255,1,648,2021.0,1
1080,1027,181,0,6030,518,2021-03-16 23:56:10,2014.0,4.27,139.0,264,1,628,2021.0,0
1081,457,182,0,4194,188,2016-12-01 06:48:05,2021.0,6.4,74.0,389,8,293,2019.0,0
1082,2,185,1,6798,528,2021-03-16 01:09:33,2021.0,5.48541777840191,1.0,347,2,311,2021.0,0
1083,2808,186,1,242,138,2021-03-15 23:11:30,2021.0,5.48541777840191,1.0,183,8,594,2021.0,0
1084,2438,187,0,965,221,2021-03-15 21:44:15,2021.0,7.43,131.0,258,7,239,2021.0,1
1085,1509,188,0,4959,587,2021-03-15 09:15:43,2018.0,9.11,118.0,111,8,373,2021.0,1
1086,4174,189,0,5331,528,2021-03-15 19:20:40,2018.0,3.55,87.0,209,2,0,2021.0,0
1087,3055,190,1,5387,622,2021-03-15 02:12:59,2021.0,9.12,1.0,234,7,564,2021.0,1
1088,711,191,1,7048,447,2021-03-15 08:46:36,2021.0,6.95,1.0,89,3,550,2021.0,0
1089,2027,192,0,514,528,2021-03-14 14:03:21,2018.0,1.7,101.0,209,1,372,2021.0,0
1090,3778,193,0,7067,434,2021-03-12 21:36:45,2015.0,4.42,97.0,157,4,747,2021.0,0
1091,3856,195,0,6032,287,2021-03-12 20:29:34,2020.0,5.29,92.0,141,6,239,2021.0,0
1092,2390,196,1,3053,384,2021-03-12 02:25:06,2021.0,4.17,2.0,304,5,9,2021.0,0
1093,235,197,0,3490,434,2016-12-01 06:48:05,2015.0,2.04,136.0,255,6,336,2019.0,0
1094,1488,198,0,3903,434,2021-03-12 05:36:52,2021.0,5.96,97.0,255,6,120,2021.0,0
1095,2775,199,1,3910,528,2021-03-12 19:58:14,2021.0,5.48541777840191,3.0,404,7,172,2021.0,0
1096,1022,200,0,4295,434,2021-03-12 07:26:12,2013.0,5.28,105.0,160,1,634,2021.0,0
1097,1104,201,0,6988,528,2016-12-01 06:48:05,2021.0,5.97,90.0,98,2,666,2019.0,0
1098,174,203,0,7025,434,2021-03-12 12:01:15,2016.0,6.33,107.0,140,5,586,2021.0,0
1099,2448,204,0,1968,239,2021-03-11 15:01:33,2018.0,1.61,94.0,255,3,89,2021.0,0
1100,3580,205,0,4997,528,2021-03-11 02:33:33,2020.0,7.23,99.0,275,8,260,2021.0,1
1101,993,206,1,6033,528,2021-03-10 06:24:31,2021.0,2.57,1.0,224,1,497,2021.0,0
1102,2237,207,1,3221,528,2021-03-10 00:54:39,2021.0,2.1,1.0,370,1,497,2021.0,0
1103,178,208,1,5266,188,2021-03-09 07:58:32,2021.0,7.25,1.0,225,4,641,2021.0,1
1104,211,209,1,854,221,2021-03-08 05:44:14,2018.0,4.06,1.0,337,6,176,2021.0,0
1105,2464,210,0,855,237,2016-12-01 06:48:05,2021.0,10.0,97.0,248,1,747,2019.0,1
1106,2385,211,1,3563,138,2021-03-06 10:26:57,2015.0,9.05,1.0,337,6,80,2021.0,1
1107,2708,212,0,268,221,2021-03-05 05:25:16,2021.0,6.09,151.0,140,5,293,2021.0,0
1108,303,213,1,1156,528,2021-03-05 17:51:34,2021.0,6.78,1.0,347,3,648,2021.0,0
1109,2865,214,0,1475,114,2021-03-05 19:46:52,2021.0,2.43,108.0,141,1,194,2021.0,0
1110,3105,215,0,1745,325,2021-03-05 23:21:55,2018.0,9.05,113.0,157,4,254,2021.0,1
1111,2244,216,0,3647,392,2021-03-05 19:51:28,2021.0,5.13,1.0,228,0,606,2021.0,0
1112,3547,217,1,4010,528,2021-03-05 20:46:55,2021.0,5.69,4.0,66,7,497,2021.0,0
1113,3721,218,0,4461,147,2021-03-05 01:57:11,2021.0,5.48541777840191,81.0,24,5,70,2021.0,0
1114,2825,219,1,3884,531,2021-03-04 18:12:36,2021.0,5.45,1.0,55,1,497,2021.0,0
1115,369,221,0,3921,528,2021-03-04 17:47:12,2013.0,6.64,119.0,0,6,470,2021.0,0
1116,3392,222,0,6034,528,2021-03-04 23:50:20,2013.0,2.43,116.0,266,7,425,2021.0,0
1117,2206,223,0,3474,528,2021-03-03 10:27:38,2021.0,1.61,112.0,143,3,577,2021.0,0
1118,1480,224,1,3502,528,2021-03-03 02:44:00,2021.0,5.81,1.0,174,1,0,2021.0,0
1119,2954,225,0,802,528,2021-03-02 10:55:48,2014.0,5.93,121.0,241,5,231,2021.0,0
1120,277,226,1,6035,528,2021-03-02 01:23:42,2021.0,8.94,5.0,347,0,497,2021.0,1
1121,2227,227,0,608,528,2021-03-01 00:54:23,2009.0,5.65,182.0,24,2,586,2021.0,0
1122,4096,228,0,757,528,2021-03-01 00:32:23,2021.0,2.68,98.0,221,8,399,2021.0,0
1123,878,230,0,806,528,2021-03-01 12:36:12,2021.0,1.1,96.0,389,6,722,2021.0,0
1124,1914,231,0,2359,188,2021-03-01 12:02:54,2018.0,7.88,100.0,157,1,36,2021.0,1
1125,202,232,0,6036,528,2021-03-01 07:51:13,2019.0,5.04,22.0,98,5,203,2021.0,0
1127,1313,233,0,4479,528,2021-03-01 06:57:05,2011.0,6.44,177.0,24,4,552,2021.0,0
1129,3816,234,1,4832,282,2021-02-28 11:20:44,2011.0,5.48541777840191,1.0,60,0,346,2021.0,0
1130,586,235,0,755,37,2021-02-26 07:36:54,2021.0,5.48541777840191,88.0,98,7,338,2021.0,0
1131,2721,236,0,1006,528,2021-02-26 12:23:49,2016.0,5.83,119.0,140,1,693,2021.0,0
1132,2258,237,0,1250,392,2021-02-26 01:13:03,2021.0,2.8,107.0,160,6,236,2021.0,0
1134,534,238,0,2002,528,2021-02-26 19:32:35,2021.0,5.48541777840191,35.0,138,3,695,2021.0,0
1135,209,239,0,3686,620,2021-02-26 16:16:58,2018.0,7.83,103.0,0,1,363,2021.0,1
1136,1544,240,0,3847,528,2021-02-26 17:57:47,2011.0,6.4,90.0,140,2,497,2021.0,0
1137,3177,241,0,5206,221,2021-02-26 23:57:20,2021.0,5.68,120.0,301,8,248,2021.0,0
1138,822,242,0,5830,93,2021-02-26 15:20:16,2008.0,8.0,97.0,248,8,497,2021.0,1
1139,3561,243,0,6037,188,2021-02-26 08:12:02,2018.0,5.48541777840191,102.0,301,1,567,2021.0,0
1140,4285,244,1,1606,560,2021-02-25 04:43:23,2019.0,6.14,1.0,181,5,293,2021.0,0
1141,3238,246,0,1963,239,2021-02-25 19:50:05,2021.0,6.92,106.0,258,2,26,2021.0,0
1142,853,247,1,6038,560,2021-02-25 15:43:18,2018.0,2.52,3.0,325,2,243,2021.0,0
1143,1710,248,1,5330,528,2021-02-25 12:39:33,2018.0,1.18,1.0,325,0,783,2021.0,0
1144,137,249,1,287,528,2021-02-24 22:10:58,2021.0,9.38,1.0,225,5,723,2021.0,1
1145,503,250,0,835,282,2021-02-24 01:01:21,2020.0,9.42,119.0,301,6,247,2021.0,1
1146,2724,251,1,998,528,2021-02-24 22:36:45,2021.0,8.09,1.0,255,6,223,2021.0,1
1147,1323,252,0,3121,528,2021-02-24 08:53:38,2019.0,2.36,84.0,255,4,497,2021.0,0
1148,2142,253,1,5942,528,2021-02-24 01:02:22,2021.0,4.22,2.0,426,8,212,2021.0,0
1149,1027,254,0,6039,528,2016-12-01 06:48:05,2021.0,7.54,58.0,389,6,657,2019.0,1
1150,1815,255,0,3144,54,2021-02-23 23:45:31,2020.0,4.02,90.0,214,5,164,2021.0,0
1151,2191,256,0,3946,447,2021-02-23 21:23:46,2021.0,8.16,109.0,217,1,329,2021.0,1
1152,1173,257,0,4200,221,2021-02-23 05:07:29,2021.0,7.06,143.0,255,6,390,2021.0,1
1153,2741,258,1,7052,221,2016-12-01 06:48:05,2020.0,6.67,1.0,255,2,355,2019.0,0
1154,3728,259,0,5071,528,2021-02-21 15:31:35,2013.0,9.37,112.0,286,6,524,2021.0,1
1155,3296,260,0,5072,88,2021-02-21 19:40:02,2016.0,9.04,134.0,255,8,144,2021.0,1
1156,1276,261,1,6769,384,2021-02-21 07:50:47,2021.0,7.4,1.0,255,6,425,2021.0,1
1157,483,262,0,1165,425,2021-02-20 06:34:39,2018.0,2.79,123.0,140,5,89,2021.0,0
1158,227,263,0,1751,447,2021-02-20 14:55:39,2021.0,9.45,36.0,138,6,302,2021.0,1
1159,150,264,0,6040,528,2021-02-20 04:12:35,2018.0,3.04,123.0,273,4,135,2021.0,0
1160,3103,265,0,6835,528,2021-02-20 20:27:15,2020.0,4.35,58.0,216,8,374,2021.0,0
1161,2958,266,0,2412,518,2021-02-19 17:41:31,2021.0,8.44,118.0,166,5,170,2021.0,1
1162,939,267,0,6041,221,2016-12-01 06:48:05,2020.0,5.48541777840191,91.0,255,0,286,2019.0,0
1163,3441,268,0,3962,638,2016-12-01 06:48:05,2018.0,6.75,76.0,214,5,732,2019.0,0
1164,2175,269,1,6042,221,2021-02-19 12:30:21,2021.0,5.12,1.0,337,1,239,2021.0,0
1165,1592,270,1,5889,188,2021-02-19 22:00:37,2021.0,6.62,1.0,330,8,618,2021.0,0
1166,2195,271,0,1579,221,2021-02-18 15:29:49,2018.0,5.48541777840191,97.0,140,0,568,2021.0,0
1167,3531,272,1,2231,384,2021-02-18 12:07:11,2021.0,8.28,1.0,318,1,194,2021.0,1
1168,238,273,0,3687,528,2021-02-18 13:39:39,2018.0,5.48541777840191,85.0,274,1,59,2021.0,0
1169,356,274,1,4587,384,2021-02-18 15:45:13,2021.0,1.52,1.0,330,1,447,2021.0,0
1170,2834,276,1,5773,528,2021-02-18 21:52:06,2021.0,9.7,1.0,60,1,106,2021.0,1
1171,1667,277,1,381,528,2021-02-17 11:58:01,2021.0,6.27,1.0,224,5,674,2021.0,0
1172,120,278,1,675,447,2021-02-17 11:13:39,2021.0,2.56,1.0,86,2,270,2021.0,0
1173,320,279,1,3268,528,2021-02-17 10:43:10,2021.0,6.64,4.0,231,2,760,2021.0,0
1174,151,280,0,5442,528,2021-02-17 22:27:48,2018.0,1.38,92.0,209,5,167,2021.0,0
1176,817,281,1,2050,528,2021-02-16 03:03:05,2020.0,4.62,3.0,255,5,517,2021.0,0
1177,3125,282,0,5539,528,2016-12-01 06:48:05,2017.0,3.93,92.0,100,1,657,2019.0,0
1178,1856,283,1,861,447,2021-02-15 22:26:18,2021.0,6.9,4.0,255,0,511,2021.0,0
1179,606,285,0,3561,528,2016-12-01 06:48:05,2018.0,8.8,86.0,255,5,0,2019.0,1
1180,3478,286,1,5078,528,2021-02-15 13:10:04,2021.0,7.11,1.0,404,2,142,2021.0,1
1181,1197,287,0,3608,325,2016-12-01 06:48:05,2021.0,5.17,107.0,141,5,64,2019.0,0
1182,3150,288,0,3418,447,2021-02-13 14:22:53,2020.0,6.93,85.0,249,1,497,2021.0,0
1183,250,289,1,951,528,2021-02-12 10:41:02,2021.0,7.26,1.0,255,1,467,2021.0,1
1185,3661,290,0,2195,392,2021-02-12 10:58:11,2021.0,3.76,83.0,389,1,418,2021.0,0
1186,1223,291,0,3498,221,2021-02-12 11:49:25,2019.0,2.03,104.0,258,3,151,2021.0,0
1187,3543,292,1,3597,447,2021-02-12 19:52:05,2021.0,7.14,1.0,82,0,672,2021.0,1
1188,2249,293,0,5805,528,2021-02-12 07:03:52,2018.0,2.09,116.0,170,1,253,2021.0,0
1189,2964,294,0,6043,303,2021-02-12 23:18:09,2021.0,5.16,87.0,97,4,9,2021.0,0
1190,254,295,1,1004,298,2021-02-11 17:06:26,2019.0,3.08,1.0,184,6,765,2021.0,0
1191,376,296,1,1593,303,2021-02-11 05:32:39,2016.0,3.99,1.0,191,2,115,2021.0,0
1192,255,297,0,2103,392,2021-02-11 08:13:22,2018.0,5.24,91.0,255,7,630,2021.0,0
1193,131,298,0,2920,239,2021-02-11 23:12:48,2020.0,9.07,119.0,258,4,497,2021.0,1
1194,3752,299,0,3324,528,2021-02-11 16:05:37,2012.0,7.12,102.0,251,7,58,2021.0,1
1195,2033,300,0,4202,414,2021-02-11 04:58:29,2018.0,2.54,86.0,301,8,430,2021.0,0
1196,3556,301,0,5753,528,2021-02-11 12:54:59,2008.0,5.5,98.0,221,8,9,2021.0,0
1197,260,302,1,1263,528,2021-02-10 12:08:41,2021.0,2.84,1.0,174,7,774,2021.0,0
1198,1596,304,0,5431,147,2021-02-10 20:34:24,2021.0,5.75,99.0,157,8,497,2021.0,0
1199,1859,305,0,5716,528,2021-02-10 08:48:43,2019.0,2.72,108.0,266,1,755,2021.0,0
1201,1385,306,1,2435,528,2021-02-08 20:47:13,2008.0,8.25,2.0,358,1,497,2021.0,1
1202,3728,307,0,6819,545,2021-02-08 15:56:02,2016.0,6.93,114.0,138,5,698,2021.0,0
1203,1344,308,0,3435,98,2021-02-07 00:25:51,2020.0,5.3,104.0,34,8,497,2021.0,0
1204,3000,309,1,5582,528,2021-02-06 07:03:03,2020.0,3.04,3.0,202,5,257,2021.0,0
1205,1173,310,0,805,147,2021-02-05 23:47:35,2017.0,3.54,88.0,389,2,88,2021.0,0
1206,4317,311,0,1495,34,2021-02-05 01:27:24,2017.0,5.48541777840191,104.0,248,1,488,2021.0,0
1207,2636,312,1,2129,392,2021-02-05 09:26:07,2021.0,4.09,2.0,181,2,364,2021.0,0
1208,269,314,1,6044,43,2021-02-05 12:50:24,2021.0,6.55,1.0,184,7,38,2021.0,0
1209,1130,315,0,2993,425,2021-02-05 00:54:35,2020.0,5.5,123.0,255,6,393,2021.0,0
1210,3387,316,0,4659,384,2021-02-05 08:06:50,2021.0,9.5,138.0,24,4,43,2021.0,1
1211,1918,317,0,4745,528,2021-02-05 22:51:14,2021.0,1.79,113.0,255,0,425,2021.0,0
1212,2585,318,0,5345,268,2021-02-05 22:56:59,2020.0,6.93,107.0,258,3,701,2021.0,0
1213,656,319,0,5726,98,2021-02-05 03:08:44,2021.0,8.3,133.0,34,3,738,2021.0,1
1214,273,320,0,354,348,2021-02-03 04:33:36,2020.0,7.74,97.0,141,3,84,2021.0,1
1215,3580,321,0,783,395,2021-02-03 22:54:46,2020.0,8.28,116.0,34,8,515,2021.0,1
1216,2166,322,1,1798,528,2021-02-03 01:07:49,2021.0,7.66,1.0,383,3,50,2021.0,1
1217,275,323,1,3880,114,2021-02-03 14:55:04,2018.0,5.01,1.0,181,1,364,2021.0,0
1218,537,324,1,4041,528,2021-02-03 02:09:17,2018.0,9.07,2.0,347,0,517,2021.0,1
1219,3829,325,0,3848,303,2021-02-02 18:00:31,2020.0,9.21,123.0,244,1,497,2021.0,1
1221,2785,326,1,6045,54,2021-02-01 06:44:06,2019.0,5.37,13.0,414,1,397,2021.0,0
1222,2345,327,1,3058,528,2021-02-01 21:38:41,2018.0,3.51,1.0,385,5,705,2021.0,0
1223,62,328,1,3520,528,2021-02-01 16:45:03,2018.0,2.03,1.0,413,1,693,2021.0,0
1224,503,329,0,4281,447,2021-02-01 14:38:53,2019.0,3.36,93.0,255,8,369,2021.0,0
1225,1350,330,0,4546,528,2021-02-01 07:16:40,2010.0,5.48541777840191,139.0,429,3,77,2021.0,0
1226,2268,331,0,6046,519,2021-02-01 09:17:44,2008.0,5.89,112.0,255,2,447,2021.0,0
1227,2368,332,1,5260,343,2021-02-01 14:33:30,2020.0,8.65,1.0,318,3,140,2021.0,1
1228,395,333,1,5667,528,2016-12-01 06:48:05,2019.0,7.71,1.0,426,7,568,2019.0,1
1229,3547,334,1,5845,84,2021-02-01 23:50:44,2018.0,4.14,7.0,358,1,320,2021.0,0
1230,732,335,1,7049,147,2021-02-01 22:03:46,2019.0,9.42,2.0,358,7,741,2021.0,1
1231,3145,336,0,1756,352,2021-01-31 19:35:48,2020.0,8.55,113.0,242,8,434,2021.0,1
1232,128,337,0,2228,528,2021-01-31 20:08:02,2018.0,7.87,89.0,274,1,43,2021.0,1
1233,3161,338,0,686,392,2021-01-29 12:34:02,2021.0,7.88,107.0,34,3,774,2021.0,1
1234,290,339,0,1794,528,2021-01-29 05:02:28,2021.0,5.75,123.0,98,1,497,2021.0,0
1235,2317,340,0,5125,447,2021-01-29 04:24:18,2021.0,2.53,113.0,255,2,639,2021.0,0
1236,1978,341,1,6842,528,2021-01-29 15:51:03,2021.0,5.48541777840191,1.0,224,6,472,2021.0,0
1237,292,342,0,6047,239,2016-12-01 06:48:05,2021.0,6.2,90.0,114,7,133,2019.0,0
1238,520,343,1,86,434,2021-01-27 23:25:34,2021.0,3.85,1.0,341,7,410,2021.0,0
1239,887,344,0,250,528,2016-12-01 06:48:05,2021.0,8.03,52.0,217,3,355,2019.0,1
1240,2712,345,1,551,528,2021-01-27 04:47:15,2021.0,5.48541777840191,2.0,405,1,45,2021.0,0
1241,2486,346,0,2788,221,2021-01-27 04:26:55,2020.0,2.03,127.0,140,3,9,2021.0,0
1242,3765,347,1,3859,528,2021-01-27 11:27:50,2018.0,8.04,4.0,380,1,497,2021.0,1
1243,2189,348,0,796,325,2021-01-26 17:18:37,2018.0,3.28,121.0,255,1,647,2021.0,0
1244,3461,349,1,2023,622,2021-01-26 20:23:48,2021.0,9.83,1.0,347,5,683,2021.0,1
1245,678,350,0,2276,528,2021-01-26 00:58:03,2019.0,4.63,108.0,160,4,176,2021.0,0
1246,2269,351,0,4514,528,2021-01-26 12:36:48,2019.0,7.12,102.0,258,4,401,2021.0,1
1247,1546,352,1,827,54,2021-01-22 19:39:33,2021.0,9.19,2.0,310,3,434,2021.0,1
1248,2468,353,1,958,384,2021-01-22 11:43:50,2018.0,5.48541777840191,3.0,178,0,528,2021.0,0
1249,4210,354,1,1398,282,2021-01-22 07:37:20,2019.0,8.91,1.0,60,2,677,2021.0,1
1250,3540,355,0,6048,351,2021-01-22 00:24:40,2020.0,7.34,95.0,158,6,657,2021.0,1
1251,4316,356,0,5456,564,2021-01-22 14:33:58,2010.0,2.51,133.0,273,4,709,2021.0,0
1252,1496,357,0,5696,238,2021-01-22 09:14:24,2021.0,6.98,127.0,241,2,497,2021.0,0
1253,3227,359,0,1896,528,2021-01-21 00:15:02,2020.0,8.87,95.0,134,1,639,2021.0,1
1254,3549,360,0,1284,528,2021-01-20 12:57:55,2020.0,7.85,123.0,255,8,248,2021.0,1
1255,1634,361,1,1339,303,2021-01-20 19:03:17,2021.0,2.45,1.0,324,2,292,2021.0,0
1256,44,362,0,4555,528,2021-01-20 09:25:24,2020.0,5.48541777840191,89.0,429,1,320,2021.0,0
1257,3310,363,1,4692,528,2021-01-20 04:46:31,2021.0,5.93,1.0,233,6,782,2021.0,0
1258,577,364,0,2317,528,2021-01-18 13:56:14,2013.0,9.49,100.0,0,8,374,2021.0,1
1259,3674,365,0,169,516,2021-01-16 20:46:01,2016.0,5.22,108.0,270,5,386,2021.0,0
1260,775,366,0,6050,620,2021-01-16 00:25:52,2020.0,5.48541777840191,94.0,255,6,551,2021.0,0
1261,315,368,1,815,528,2021-01-15 18:27:11,2021.0,1.49,1.0,369,4,497,2021.0,0
1262,238,369,1,1019,528,2021-01-15 19:48:38,2021.0,5.48541777840191,4.0,364,5,330,2021.0,0
1263,611,370,1,6052,528,2021-01-15 06:36:42,2021.0,6.17,3.0,255,8,597,2021.0,0
1264,590,371,0,6053,43,2021-01-15 17:37:53,2020.0,2.59,105.0,100,3,373,2021.0,0
1265,2592,372,1,2235,528,2016-12-01 06:48:05,2016.0,8.66,3.0,358,1,497,2019.0,1
1266,227,373,0,3863,218,2021-01-15 23:09:46,2021.0,6.37,116.0,0,2,25,2021.0,0
1267,320,374,0,3950,528,2021-01-15 20:53:06,2014.0,8.78,92.0,98,4,747,2021.0,1
1268,685,375,0,3988,611,2021-01-15 05:32:21,2019.0,4.85,65.0,97,5,497,2021.0,0
1269,3498,376,1,5398,546,2021-01-15 02:07:07,2020.0,6.36,5.0,418,2,370,2021.0,0
1270,1974,378,0,5672,528,2021-01-15 03:37:22,2020.0,5.73,115.0,255,3,107,2021.0,0
1271,1332,379,0,6054,221,2021-01-15 01:41:22,2021.0,9.88,96.0,255,6,497,2021.0,1
1272,3683,380,0,6886,528,2021-01-15 02:35:55,2021.0,8.17,32.0,255,7,440,2021.0,1
1273,3886,381,0,6055,384,2021-01-15 17:20:11,2021.0,6.36,102.0,256,1,504,2021.0,0
1274,2179,382,0,6056,239,2021-01-14 01:55:05,2011.0,6.46,102.0,255,3,497,2021.0,0
1275,2814,383,0,5245,239,2021-01-14 07:44:57,2020.0,3.24,101.0,141,3,488,2021.0,0
1276,3794,384,0,409,528,2021-01-13 06:49:13,2017.0,7.61,71.0,273,1,338,2021.0,1
1277,327,385,0,312,2,2021-01-12 23:54:04,2019.0,2.16,81.0,301,6,368,2021.0,0
1278,958,386,0,1126,528,2021-01-12 08:33:03,2021.0,6.74,98.0,255,0,288,2021.0,0
1279,3647,387,1,2913,447,2021-01-12 01:37:55,2020.0,5.66,4.0,93,0,698,2021.0,0
1280,4199,388,0,1246,528,2021-01-11 06:42:56,2021.0,8.65,90.0,209,4,607,2021.0,1
1283,4096,389,0,6057,82,2021-01-08 02:08:03,2021.0,2.47,85.0,98,5,497,2021.0,0
1284,1547,390,0,6058,528,2021-01-08 07:42:28,2021.0,7.37,14.0,209,1,407,2021.0,1
1286,1124,391,0,2506,447,2021-01-08 03:12:46,2021.0,6.6,5.0,74,4,747,2021.0,0
1287,3501,392,0,2538,224,2021-01-08 09:01:49,2018.0,8.81,99.0,248,8,194,2021.0,1
1288,338,394,1,3337,221,2021-01-08 17:19:26,2021.0,1.31,1.0,358,8,675,2021.0,0
1289,339,395,1,4060,528,2016-12-01 06:48:05,2021.0,5.48541777840191,1.0,224,0,497,2019.0,0
1290,2826,396,0,4751,434,2021-01-08 20:41:31,2021.0,5.48541777840191,97.0,141,6,45,2021.0,0
1291,3544,397,1,5275,392,2021-01-08 11:14:19,2021.0,7.06,2.0,255,1,308,2021.0,1
1292,2136,398,0,23,239,2021-01-07 10:28:47,2020.0,2.27,101.0,255,0,106,2021.0,0
1293,2459,399,0,2926,158,2021-01-07 05:57:42,2016.0,3.76,89.0,255,6,204,2021.0,0
1294,2975,400,0,3981,64,2016-12-01 06:48:05,2020.0,9.87,128.0,241,5,550,2019.0,1
1295,166,401,0,6059,528,2021-01-06 22:09:29,2021.0,3.04,76.0,216,0,497,2021.0,0
1296,4087,402,1,4800,528,2016-12-01 06:48:05,2021.0,5.48541777840191,1.0,230,2,311,2019.0,0
1297,1957,403,0,5831,147,2021-01-06 21:52:28,2020.0,3.17,99.0,217,5,497,2021.0,0
1298,3573,405,1,2283,528,2021-01-05 09:52:27,2021.0,4.59,1.0,238,6,343,2021.0,0
1299,1383,406,1,3603,310,2021-01-05 21:57:39,2021.0,8.93,3.0,312,1,482,2021.0,1
1301,1438,407,0,3998,528,2021-01-03 21:20:36,2012.0,6.63,106.0,171,1,470,2021.0,0
1302,566,408,0,6060,327,2021-01-02 21:34:34,2020.0,1.25,101.0,15,1,374,2021.0,0
1303,352,409,0,581,528,2021-01-01 05:43:58,2014.0,4.7,87.0,255,1,645,2021.0,0
1304,2733,410,1,6061,528,2021-01-01 10:53:08,2021.0,1.24,3.0,394,1,17,2021.0,0
1305,528,411,1,1521,528,2021-01-01 17:57:34,2021.0,4.2,2.0,369,1,133,2021.0,0
1307,2305,412,0,1913,528,2021-01-01 01:56:56,2020.0,3.47,91.0,117,1,54,2021.0,0
1308,2163,413,0,1998,528,2016-12-01 06:48:05,2013.0,6.27,101.0,247,1,115,2019.0,0
1309,3660,414,0,2048,528,2021-01-01 16:03:48,2018.0,3.68,96.0,98,1,586,2021.0,0
1310,1769,415,0,2051,528,2021-01-01 08:13:58,2009.0,1.96,96.0,209,3,497,2021.0,0
1311,1770,416,1,2216,528,2021-01-01 18:39:52,2021.0,3.61,1.0,233,0,248,2021.0,0
1312,3238,417,0,2522,528,2021-01-01 17:31:20,2007.0,5.24,148.0,23,7,89,2021.0,0
1313,410,418,1,2605,528,2021-01-01 05:17:42,2017.0,3.67,1.0,387,8,9,2021.0,0
1314,2492,419,0,3267,528,2021-01-01 03:33:42,2011.0,5.48541777840191,98.0,134,7,488,2021.0,0
1315,3788,420,1,3409,303,2016-12-01 06:48:05,2021.0,1.62,2.0,325,8,425,2019.0,0
1317,2932,421,1,6062,528,2021-01-01 18:35:00,2020.0,1.01,1.0,358,7,426,2021.0,0
1318,1095,422,0,5038,80,2021-01-01 20:33:45,2014.0,1.01,1.0,347,1,497,2021.0,0
1319,3858,423,0,5076,528,2021-01-01 10:05:42,2019.0,2.2,53.0,209,5,32,2021.0,0
1320,658,424,1,5239,528,2021-01-01 17:39:30,2013.0,5.32,2.0,360,2,324,2021.0,0
1321,2555,425,0,5424,528,2021-01-01 23:34:45,2021.0,1.43,54.0,255,0,150,2021.0,0
1322,1005,426,0,5996,484,2021-01-01 15:14:22,2011.0,7.5,113.0,44,6,185,2021.0,1
1324,246,427,0,710,528,2020-12-31 15:36:43,2020.0,3.14,77.0,389,6,497,2020.0,0
1325,372,428,0,6063,221,2020-12-31 05:50:45,2018.0,6.21,116.0,255,8,134,2020.0,0
1326,276,429,1,1112,528,2016-12-01 06:48:05,2018.0,3.36,4.0,423,5,645,2019.0,0
